Edad;Experiencia;Ingreso;Familia;credito;educacion;cuenta de ahorros;servicios online;tarjeta de credito
42;17;10,63014581;3;1000;1;0;1;0
47;23;12,76714533;1;5000;1;1;0;0
40;14;4,242640687;4;1500;3;0;0;0
46;22;14,07124728;2;6670;1;0;0;1
58;33;11,91637529;2;3900;1;0;0;1
47;21;6,164414003;3;600;2;0;0;0
41;15;9,746794345;3;100;1;0;0;0
55;29;11,44552314;2;700;2;0;0;1
30;0;7,937253933;2;1750;3;1;1;0
48;22;6,244997998;1;1200;2;0;0;0
44;20;6,557438524;1;300;3;0;0;1
45;15;14,2126704;3;10000;3;0;0;0
30;6;8;4;3400;1;0;0;0
41;15;8,660254038;1;1500;3;0;1;0
61;36;6,92820323;3;1500;1;0;0;1
33;7;8,544003745;1;2500;1;0;0;0
29;4;10,09950494;2;3300;1;0;0;0
33;7;9,486832981;3;1600;1;0;1;0
53;27;13,19090596;1;2900;2;0;1;0
33;7;4,242640687;1;600;3;0;0;0
43;18;3;2;0;3;0;1;1
46;22;12,32882801;2;1400;1;0;1;0
54;28;12,68857754;1;2900;1;0;1;0
47;20;8,246211251;1;2670;2;0;1;1
42;17;8,485281374;4;1100;2;0;0;1
49;25;3,605551275;4;200;1;0;0;0
50;25;9,16515139;1;1300;3;0;1;0
33;9;4,69041576;4;400;2;0;1;0
43;19;9;2;3200;1;0;0;0
58;32;7;1;1400;1;0;1;1
50;23;9,219544457;1;2670;2;0;1;0
38;12;7,810249676;3;900;3;0;0;0
41;15;9,38083152;1;2800;3;0;0;0
36;12;8,888194417;2;2200;1;0;1;0
48;23;8,366600265;1;2800;2;0;0;0
35;10;11,48912529;1;3800;1;0;0;1
45;20;7,681145748;1;2400;1;1;1;0
31;6;8;2;100;1;0;1;1
48;22;6,32455532;3;2200;2;0;1;0
56;30;7,681145748;3;800;1;0;1;0
61;37;11,04536102;2;6000;1;0;1;0
25;-1;10,63014581;4;2300;3;0;0;1
45;21;6,244997998;2;2100;3;0;0;1
60;34;8;2;1700;3;0;1;0
36;11;5,656854249;3;1300;1;1;0;0
46;19;9,16515139;1;2670;2;0;1;1
26;1;7,348469228;2;1600;3;0;0;0
43;19;10,67707825;1;1700;1;0;1;0
34;8;6,32455532;2;2000;3;0;0;0
35;11;6,403124237;1;2400;2;0;0;0
40;16;10,95445115;2;6100;1;0;1;0
38;13;10,90871211;2;3300;1;0;0;0
52;28;6,164414003;4;900;2;0;0;1
54;29;7,745966692;4;3800;2;1;1;1
36;10;8,062257748;4;2200;2;0;0;0
50;23;4,242640687;1;500;2;1;1;1
36;10;9,539392014;1;1500;3;0;1;0
36;11;8;4;2100;3;0;0;0
345.928.024.006.553;7;8;2;100;1;0;1;1
30;5;9,899494937;4;1800;3;0;1;1
33;7;10,04987562;1;2700;2;0;0;0
49;22;9;3;2000;2;0;1;0
26;2;9,591663047;2;200;1;0;1;0
57;33;4,898979486;1;100;2;0;0;0
41;17;12,36931688;1;1700;1;0;0;1
65;40;9,433981132;1;4100;1;1;1;0
57;31;7,810249676;1;2200;3;0;0;0
47;21;9,433981132;2;800;3;0;1;1
62;36;6,633249581;2;1000;3;0;0;0
31;5;5,830951895;1;1900;3;0;1;0
54;28;20961959,03;1;200;1;0;0;1
33;7;5,477225575;2;2000;3;0;0;0
50;24;4,69041576;1;300;3;0;0;1
37;12;7,211102551;2;1100;2;0;1;0
53;28;7,681145748;2;1900;2;0;1;0
43;17;7,280109889;2;700;1;0;1;0
33;9;8,544003745;4;3400;1;0;1;0
67;42;4,582575695;3;100;3;0;0;1
58;34;9,38083152;2;1600;1;0;1;1
37;11;8,062257748;2;2400;2;0;1;0
58;34;7,937253933;4;1600;2;0;0;0
58;32;6,164414003;1;1400;1;0;1;1
52;27;5,385164807;1;1500;2;0;0;1
50;23;13,37908816;4;3600;2;0;1;0
38;12;6,708203932;4;1200;2;0;1;0
34;9;8,831760866;3;600;2;0;1;0
41;17;6,92820323;3;300;3;0;1;1
32;8;13,45362405;1;6000;1;0;1;1
42;18;13,74772708;2;7600;1;1;1;0
28;4;10,58300524;2;1600;2;1;1;0
35;10;12,80624847;2;7800;1;0;1;0
56;32;8,94427191;3;2670;1;1;1;0
51;25;4,582575695;2;400;3;0;1;0
63;39;10,90871211;1;2900;1;0;1;0
38;11;8,306623863;3;2330;2;0;0;0
40;15;9,055385138;3;1000;1;0;0;0
29;3;12,36931688;2;2000;1;0;0;0
43;18;11,83215957;1;7000;1;0;1;0
58;34;6,403124237;4;1300;1;0;1;0
37;11;11,09053651;1;2300;2;0;1;0
65;40;9,746794345;3;3700;2;0;0;1
36;9;6,32455532;2;1670;2;0;1;0
36;11;12,32882801;2;3900;1;0;0;1
58;28;27079226,15;1;1400;3;0;0;0
51;27;6,480740698;4;100;3;0;0;0
50;25;7,615773106;1;1300;2;0;1;0
37;10;5,916079783;4;1000;2;0;0;0
55;30;5,291502622;4;100;3;0;1;1
41;17;8,94427191;1;300;1;0;0;0
42;17;7,681145748;4;400;1;0;1;0
55;31;3;4;700;1;0;1;0
30;6;4,242640687;3;900;3;1;0;0
42;18;7,141428429;3;2100;3;0;0;0
38;13;24226870,66;2;1100;2;0;1;0
42;16;13,60147051;3;2200;2;0;1;1
42;15;4,898979486;3;1000;2;0;1;1
50;24;11,40175425;1;1000;1;0;0;0
42;18;6,403124237;1;1800;1;0;1;0
49;23;11,18033989;1;7300;1;1;0;0
34;9;13,96424004;2;3000;1;0;1;0
52;28;6,403124237;3;1900;2;0;0;1
45;19;7,615773106;2;400;3;1;0;1
58;34;9,16515139;2;2800;1;0;1;1
63;39;6,32455532;4;1200;2;1;1;0
28;2;3,605551275;4;400;1;1;0;1
49;23;4,358898944;4;600;3;0;1;1
30;6;6,708203932;1;1800;2;0;1;0
29;4;11;2;3300;1;1;1;0
49;22;9,055385138;1;2670;2;0;1;0
28;4;6,557438524;3;100;2;0;1;0
37;11;5,830951895;3;900;1;0;1;0
65;41;7,141428429;2;1100;1;0;1;0
61;35;10,63014581;2;2800;1;0;0;0
34;8;5,830951895;2;2000;3;0;1;0
55;29;8,426149773;3;300;2;1;0;1
46;20;8,485281374;2;1700;2;0;1;0
40;14;9,643650761;1;2800;3;0;1;1
59;35;11;1;4300;1;0;1;0
33;6;7,280109889;2;1000;2;0;0;1
47;22;9,643650761;1;200;2;0;1;0
54;27;13,96424004;2;4750;2;0;0;0
39;13;6,557438524;3;500;3;0;1;0
61;35;7,681145748;1;2800;2;0;0;0
30;4;7,937253933;4;2200;2;0;1;0
38;12;6,557438524;4;200;1;0;0;0
50;24;9,110433579;2;400;3;0;1;0
53;27;11,78982612;1;900;3;0;0;0
49;25;12,68857754;3;6500;2;0;0;0
43;17;8,94427191;3;100;1;0;1;1
26;1;8,94427191;4;200;1;0;1;1
41;16;10,95445115;2;3900;1;0;1;1
64;39;8,660254038;4;100;2;0;1;1
59;35;12,84523258;2;6000;1;0;1;0
61;35;7,745966692;1;2800;2;0;1;0
51;27;4,582575695;3;400;1;0;1;0
55;30;4,69041576;1;1500;2;0;0;1
51;25;10,90871211;1;4900;1;0;1;1
54;28;5,477225575;4;700;2;0;1;0
53;29;7,810249676;4;1600;2;0;1;0
32;8;10,90871211;4;5000;3;0;1;0
41;16;12,4498996;1;7000;1;1;0;0
40;15;8,426149773;3;3000;1;0;1;0
57;31;5;2;700;2;0;0;0
36;10;5,567764363;4;1200;2;0;0;0
53;27;9,16515139;2;1100;1;0;1;0
26;2;7,745966692;4;1600;1;0;1;1
27;2;10,44030651;4;1800;3;0;0;0
41;16;8,888194417;1;4000;3;0;1;0
566.798.824.598.767;31;7,745966692;3;1700;1;0;1;0
56;30;6,633249581;4;2500;1;0;0;1
51;27;6,708203932;1;1600;2;0;1;0
28;3;13,03840481;1;100;3;0;0;0
62;37;7,280109889;2;2800;1;0;1;0
27;3;5,916079783;1;1800;2;0;0;0
55;30;7,280109889;3;1700;1;0;1;0
41;16;8,544003745;3;3000;1;0;1;0
44;18;7,348469228;1;2800;1;0;0;0
48;23;5,916079783;2;1300;1;0;0;0
57;32;8,94427191;2;0;3;0;0;0
41;17;5,830951895;1;700;1;0;0;0
44;20;7,071067812;3;2330;1;0;0;0
56;32;8,062257748;2;3200;3;0;1;0
43;19;9;1;300;1;0;1;0
45;20;6,32455532;2;1300;1;0;0;1
35;9;11,91637529;2;0;1;0;1;0
63;37;4,472135955;1;800;2;0;0;1
41;16;3;2;300;2;0;0;1
35;10;8;3;2300;1;0;1;1
43;18;8,831760866;4;1900;3;0;0;0
39;13;8,94427191;2;1800;1;0;1;0
40;14;8,306623863;1;1500;3;0;0;0
39;15;9,433981132;2;1900;1;0;0;0
57;31;6,557438524;1;200;1;0;0;0
39;15;7,211102551;3;2330;1;0;1;0
57;32;4,795831523;2;200;3;1;0;0
54;28;7,280109889;4;2800;2;0;0;0
35;11;10,04987562;3;3800;3;0;1;0
52;26;7,937253933;2;1500;2;0;1;0
62;38;8,831760866;1;1800;3;0;0;0
52;28;4,582575695;2;400;1;0;1;0
39;15;11,35781669;2;1900;1;0;0;0
65;41;9,539392014;2;0;3;0;0;0
59;33;8;4;1700;2;1;0;1
39;13;5;4;901,3126577;3;0;1;0
33;7;9;3;1600;1;0;1;1
36;12;4,242640687;4;1000;1;0;1;1
44;19;5,830951895;1;300;3;0;1;0
50;24;12,68857754;3;3400;1;0;1;0
60;35;7,416198487;3;500;2;0;0;0
57;32;6,480740698;3;500;2;0;1;0
61;36;13,89244399;1;4700;3;0;1;0
62;36;10,44030651;4;1700;3;1;1;0
30;5;6,164414003;4;2000;2;0;0;0
47;23;5,744562647;1;1000;1;0;1;1
55;29;8,888194417;4;4900;1;0;0;0
38;14;9,055385138;4;2670;1;1;0;0
34;10;5;4;1000;1;0;1;0
60;34;5,567764363;2;1000;3;0;0;0
49;25;4,358898944;1;900;3;0;0;0
35;11;4,582575695;2;1000;2;0;0;0
37;12;7,416198487;1;2500;3;1;1;0
41;17;7,937253933;2;3200;1;0;0;0
55;31;5,830951895;3;1500;1;0;1;0
54;30;5,291502622;2;800;1;0;1;0
38;12;5,385164807;2;1400;3;0;1;0
57;33;3,872983346;2;300;1;0;1;0
44;18;9,539392014;2;800;3;0;1;0
42;18;10,72380529;1;3500;1;0;0;1
54;29;10,53565375;1;1100;2;0;1;0
52;26;9,16515139;1;2400;1;0;1;0
34;8;8,660254038;2;1800;1;0;0;0
33;7;12524045,86;2;7000;2;0;0;0
58;32;10,63014581;2;1400;1;0;0;1
48;24;8,888194417;4;1400;2;0;0;1
48;24;4,242640687;4;200;1;1;1;1
47;20;7;3;1,73E+17;2;0;1;0
45;20;12;4;5400;1;0;1;0
61;31;4,358898944;1;1500;3;0;1;0
41;16;9,899494937;3;1000;1;0;0;0
30;6;13,82027496;2;4400;2;0;1;0
40;14;11,35781669;1;5900;3;1;1;0
31;5;10,72380529;2;1300;1;0;1;1
62;38;5,744562647;3;100;3;0;1;0
63;33;6,32455532;4;1670;3;0;1;0
62;38;4,898979486;2;1000;1;0;0;1
27;1;11,83215957;1;5900;2;0;1;0
31;4;7,745966692;4;2000;2;0;1;1
34;9;10,24695077;3;1200;3;0;0;0
27;2;13,03840481;3;4700;1;0;1;0
38;14;10,58300524;2;2200;1;0;0;0
28;2;7,141428429;4;1800;2;0;0;0
40;14;8,306623863;3;2100;1;0;1;0
40;14;7,810249676;3;500;3;0;1;0
44;20;1057128,905;1;4700;1;0;1;1
65;40;4,582575695;3;100;3;0;0;1
56;26;8,602325267;1;3000;3;0;0;0
51;26;7,681145748;1;1200;1;0;1;0
29;2;5,477225575;4;1500;2;0;0;1
47;23;3,31662479;1;900;3;0;0;1
48;23;11,48912529;1;600;1;0;0;0
45;19;5,830951895;3;1500;1;0;0;0
60;35;11,04536102;1;2600;1;0;0;0
31;5;7,071067812;4;2,16E+17;3;0;1;0
54;29;8,366600265;3;2000;2;0;1;1
31;6;13,19090596;2;6700;1;0;1;1
55;30;12,36931688;2;2800;2;0;1;0
33;8;11,40175425;3;6300;2;0;0;1
55;30;5,916079783;1;1500;2;0;0;1
36;10;6,480740698;4;1200;2;0;1;1
25;-1;11,78982612;2;2000;1;0;0;1
53;28;4,242640687;4;100;3;0;1;1
63;37;7,810249676;1;2500;3;0;0;0
57;32;6,32455532;3;1700;1;0;1;1
57;33;11;1;4300;1;0;0;0
30;4;6,244997998;1;1500;1;0;0;1
42;16;13,82027496;3;4800;2;1;1;0
38;13;7,874007874;3;700;2;0;1;0
58;34;11,18033989;1;4300;1;0;0;0
24;-2;11,61895004;2;7200;1;0;1;0
25;0;8,485281374;3;2600;3;0;1;0
52;26;9,16515139;3;3000;2;0;1;0
48;24;4,582575695;4;600;1;0;1;1
45;21;5,656854249;4;600;1;0;0;1
61;34;6,403124237;4;2500;2;0;1;0
60;34;7,141428429;3;1400;3;0;0;0
35;10;8,602325267;4;1300;1;0;1;0
36;10;5,291502622;4;1000;1;1;1;0
61;36;6,32455532;3;500;2;0;0;0
37;13;8,426149773;2;2700;1;0;1;0
40;15;7,211102551;3;800;3;0;1;0
50;23;3;1;500;2;0;1;0
40;16;7,745966692;2;3200;1;0;0;0
47;22;7,280109889;1;300;1;0;0;0
56;30;10,04987562;3;1700;2;1;0;1
44;18;9,16515139;3;1100;1;0;0;0
46;22;6,557438524;2;2100;3;1;1;1
39;13;6,32455532;3;900;3;0;1;0
46;19;23402451,34;3;2670;2;0;0;0
32;5;6,92820323;2;1670;2;1;1;1
66;42;9,746794345;2;0;3;1;1;0
46;20;3,872983346;4;600;3;0;1;0
43;18;6,164414003;1;500;3;0;1;0
60;35;4,69041576;1;1300;1;0;1;0
38;14;7;1;1800;1;0;0;0
282.458.350.217.981;2;8,831760866;4;200;1;0;0;0
36;10;9,110433579;1;2800;3;1;0;1
58;34;12,24744871;1;7400;1;0;1;0
35;11;9;2;0;1;0;1;1
41;17;9,219544457;4;1,50E+17;3;1;0;0
56;26;9;2;4500;3;0;0;1
41;17;8,831760866;4;800;1;0;1;0
30;6;10,72380529;4;3800;2;0;1;0
46;21;6,480740698;4;1900;3;0;1;0
54;30;4,582575695;2;200;1;0;0;1
35;9;9;1;2700;2;0;1;0
31;1;8,246211251;4;4000;3;0;1;0
27;1;8,602325267;4;1,67E+17;2;0;1;1
34;10;9,16515139;4;1,97E+17;2;0;1;0
43;18;11,3137085;4;5300;1;0;0;0
53;28;7,810249676;4;900;1;1;0;0
33;8;8,246211251;4;1300;1;1;1;0
27;2;12,4498996;1;800;1;0;0;0
51;25;7,615773106;3;700;2;0;0;0
42;18;11,91637529;1;3400;1;0;1;0
50;26;6,32455532;4;1100;2;0;0;0
47;23;13,78404875;4;5,21E+17;3;0;0;0
37;13;9,16515139;1;3600;2;0;0;0
39;12;8,660254038;3;2330;2;0;1;1
49;23;8,366600265;2;1500;2;0;0;0
50;24;9;1;4900;1;0;1;0
40;15;9,110433579;1;1000;3;0;0;0
27;1;6,557438524;1;1500;1;0;1;0
38;12;13,41640786;1;2800;3;1;1;0
30;5;8,544003745;3;2600;3;0;1;0
48;22;12,32882801;1;0;1;0;0;0
55;29;11,83215957;2;2700;1;0;1;0
30;4;7,141428429;4;200;1;0;0;1
28;2;5,567764363;2;300;2;0;1;0
52;26;12486591,59;3;7200;2;0;1;0
55;29;8,888194417;3;800;1;0;1;0
35;8;6,403124237;2;1000;2;0;1;1
31;7;5,916079783;1;1330;1;0;0;1
60;35;7,211102551;3;500;2;0;0;0
34;9;10,19803903;1;4600;1;0;1;1
64;40;6,32455532;2;1100;1;0;1;0
65;39;11,87434209;2;6900;1;1;1;0
35;9;5;3;100;2;0;1;0
51;25;8,062257748;3;700;2;1;0;0
38;8;4,582575695;1;670;3;1;1;0
59;34;7,745966692;4;2100;1;0;1;1
57;32;6,164414003;2;2100;3;0;0;0
46;22;8,306623863;2;1700;1;0;0;0
32;8;13;1;6500;3;0;1;0
46;21;13,03840481;2;2800;1;1;0;0
56;31;8,485281374;3;2000;2;0;0;0
51;26;3,872983346;2;0;1;0;1;0
33;7;9,38083152;3;1600;1;0;1;1
54;30;4,898979486;4;200;1;1;0;0
47;21;4,472135955;1;200;1;0;1;1
63;38;10,48808848;3;1800;2;0;1;0
30;5;6,32455532;4;1700;2;0;1;0
50;24;5,916079783;1;300;3;0;1;0
33;7;5;4;1000;1;0;1;1
34;10;6,708203932;1;1330;1;0;0;0
44;19;5,916079783;4;0;2;0;1;0
41;17;3;1;1000;1;0;1;1
44;20;10,90871211;2;7500;1;0;1;0
499.899.896.969.988;27;7,416198487;1;1400;3;1;1;0
51;25;7,745966692;4;2600;1;1;1;0
56;30;8,660254038;1;1900;2;0;1;0
42;16;20683681,91;2;800;3;0;1;1
35;5;9;4;4000;3;0;1;0
52;27;7,810249676;4;1800;3;0;0;0
55;29;6,480740698;4;2500;1;0;0;0
49;24;8,366600265;1;2900;1;0;0;1
24;-3;6,403124237;4;1000;3;1;1;0
30;3;12,24744871;4;5000;2;0;1;0
52;27;8,831760866;4;3600;3;0;1;0
64;38;9,591663047;1;2000;1;0;1;0
41;16;5;2;100;2;0;0;1
56;30;7,745966692;1;2200;3;0;0;0
47;22;5,477225575;4;400;2;0;1;1
56;30;11,87434209;2;500;1;1;1;0
58;32;6,32455532;1;2800;2;0;0;0
42;12;5,830951895;3;2000;3;0;0;1
59;33;5,830951895;2;300;1;0;0;0
50;24;5,656854249;4;1800;1;0;1;0
32;7;6,480740698;4;800;1;0;1;1
51;27;6,557438524;4;1100;2;1;1;1
60;34;7,280109889;1;800;2;0;0;1
55;25;9,486832981;2;4500;3;1;0;1
28;3;5,385164807;4;800;1;0;1;0
42;16;8,602325267;1;2800;1;0;1;0
29;5;11,13552873;2;200;1;0;0;1
39;15;8,888194417;2;1800;2;0;0;0
33;6;8,831760866;4;2000;2;1;1;0
37;11;7,745966692;3;500;3;0;1;0
55;29;7,348469228;2;2300;3;0;0;0
42;17;4,358898944;2;0;3;0;1;1
32;7;9,110433579;2;2500;1;0;1;0
38;8;4,795831523;1;670;3;0;0;0
31;6;6,633249581;4;800;1;0;1;0
50;25;10,58300524;1;600;1;0;0;0
59;35;11,44552314;1;3800;1;0;1;1
52;27;5,744562647;2;2000;2;0;1;0
52;26;5,291502622;1;300;3;0;1;0
48;23;2,828427125;1;400;3;0;0;1
46;20;9,219544457;2;400;3;0;0;0
48;23;3,16227766;2;700;3;0;1;1
30;5;11;2;3300;1;0;0;1
24;-1;6,164414003;2;1700;2;0;1;0
65;41;12,40967365;2;4600;2;0;1;1
61;37;13,11487705;4;4250;1;0;1;1
50;25;6,480740698;2;700;2;0;0;1
25;0;5;2;900;3;0;0;0
30;4;6,244997998;3;1100;2;0;1;0
61;35;12,32882801;3;3300;3;0;1;0
60;35;4,898979486;1;1500;2;0;0;0
52;27;7,615773106;4;1800;3;0;0;0
39;15;11,95826074;1;3500;1;0;1;1
308.297.056.757.403;3;6,403124237;4;1300;3;0;1;0
50;24;3,31662479;4;600;3;0;0;1
56;26;27126370,24;3;2000;3;0;1;0
52;27;6,557438524;4;200;2;0;0;1
44;20;8,485281374;3;300;3;0;1;0
38;12;4,69041576;3;200;2;0;1;0
32;6;10,58300524;1;2700;2;0;1;1
42;18;7,211102551;4;1900;1;0;1;0
444.094.193.381.888;17;7;3;2200;2;0;1;1
34;9;6,32455532;4;2000;2;0;1;1
36;11;4,795831523;4;200;3;0;1;0
24;0;9,38083152;3;800;1;0;0;0
24;0;11,61895004;1;1500;1;0;1;0
57;31;7,211102551;1;1400;1;0;1;0
52;28;13,37908816;4;4200;3;0;0;0
27;1;6,557438524;3;1100;2;0;0;0
31;7;2,828427125;4;700;2;0;0;0
29;2;5,477225575;4;1000;3;0;0;0
47;21;10,44030651;4;1800;1;0;0;0
43;19;5,291502622;3;500;1;0;1;1
33;8;7,280109889;3;2300;1;0;1;0
62;37;3;1;100;1;0;0;0
39;15;7,416198487;1;1,59E+17;3;0;1;0
54;27;10,95445115;4;3000;2;0;1;0
53;27;9,433981132;1;800;3;0;1;0
43;18;6,403124237;1;300;3;0;1;0
51;27;3,464101615;4;1000;1;0;1;0
25;1;4,582575695;3;1000;2;1;0;0
41;15;8,062257748;3;500;3;0;0;0
53;29;4,472135955;1;200;1;0;1;1
57;32;8,246211251;2;3700;1;0;0;0
39;15;5,477225575;4;300;1;0;0;1
40;15;7,937253933;3;3000;1;0;1;0
37;11;9;1;2800;3;0;0;0
49;23;5,385164807;4;1800;1;0;1;1
39;14;7,810249676;3;500;3;0;1;0
46;21;8,426149773;4;1900;3;0;0;0
65;40;5,656854249;1;1100;3;0;1;0
59;33;9,949874371;2;2700;1;0;0;0
58;34;6,403124237;4;400;1;0;1;0
52;28;6,244997998;3;1900;2;0;1;1
46;20;6,244997998;1;200;1;0;0;0
40;14;5,291502622;2;800;3;0;0;0
67;43;6,403124237;2;1100;1;0;0;0
56;32;9,38083152;4;1000;2;0;1;1
25;-1;3,605551275;4;400;1;0;0;0
31;5;13,7113092;2;4500;1;0;0;0
53;28;6,403124237;2;600;3;0;0;0
43;19;8,366600265;3;2330;1;1;1;0
31;4;4,472135955;4;1500;2;0;1;0
33;9;7,810249676;3;2600;2;0;1;0
63;38;6,403124237;2;1500;1;0;1;1
37;11;5,385164807;2;1400;3;0;1;1
55;29;9120650,284;1;2900;1;0;1;1
63;33;7,211102551;4;1670;3;0;0;0
45;19;8,366600265;1;2800;1;0;0;1
34;9;8,246211251;1;2800;1;0;1;0
38;14;5;4;400;2;0;1;0
25;1;7,874007874;4;0;1;0;1;0
34;9;11,04536102;1;0;1;0;1;0
26;0;19913290,73;4;400;1;0;0;1
26;2;10485510,53;2;3000;1;0;0;0
63;39;7,211102551;2;1100;1;0;1;1
59;33;9,539392014;2;700;2;0;1;1
59;33;6,164414003;1;1400;1;1;1;1
35;9;4,69041576;3;100;2;0;1;1
46;21;6,633249581;1;300;1;0;1;0
25;-1;10,04987562;4;2100;3;0;0;1
23;-1;7,810249676;4;2600;1;0;1;0
62;36;7,745966692;3;2200;3;0;1;0
51;25;3,872983346;4;600;3;0;0;1
55;31;12,60952021;1;3900;3;0;0;0
60;34;6,164414003;3;2200;3;0;0;0
45;19;8,426149773;4;2900;1;0;1;1
52;27;9,695359715;1;2800;2;0;1;0
38;13;7,937253933;3;500;3;0;1;1
45;20;9,695359715;3;500;3;0;0;0
26;1;6,164414003;4;1700;2;0;1;0
61;35;9,949874371;1;4800;3;0;0;1
66;41;8,062257748;3;2400;1;0;0;0
57;33;6,557438524;1;1800;3;1;0;0
65;40;8,94427191;1;800;3;0;1;0
36;11;13,96424004;2;3000;1;0;1;1
31;5;10,48808848;2;1500;3;0;1;0
28;4;13,82027496;1;6330;1;0;1;0
62;38;4,795831523;2;300;3;1;0;0
36;11;8,485281374;1;2800;1;0;0;0
29;3;13,78404875;2;4500;1;0;1;0
55;30;9,055385138;4;3800;2;0;1;0
61;37;3;2;493,5796577;3;1;1;0
55;25;7,615773106;4;2000;3;1;0;1
55;25;7,211102551;1;1400;3;0;0;0
42;18;6,244997998;1;300;3;0;1;0
33;6;7;2;1670;2;0;0;0
51;24;9,219544457;3;2000;2;1;0;0
42;17;9,539392014;1;100;2;0;1;1
32;7;10,58300524;1;3800;1;0;1;0
40;16;5,656854249;1;1400;3;0;1;0
61;35;7,681145748;4;1700;2;0;1;1
57;33;4,898979486;4;700;1;0;1;0
40;14;7,681145748;3;500;3;0;1;0
50;23;8;1;2670;2;0;0;0
50;25;5,656854249;2;700;2;0;1;0
28;4;9,219544457;3;2500;1;0;1;0
43;18;9,219544457;1;4000;3;0;1;0
65;41;13,60147051;3;2000;2;0;0;0
27;1;11,74734012;2;2000;1;0;1;0
56;31;9,055385138;4;1300;3;0;1;0
60;35;6,557438524;3;900;3;0;1;1
27;3;8,660254038;4;0;1;0;0;0
35;10;7,416198487;4;1300;1;0;0;0
29;2;19581485,93;4;1500;2;0;0;1
32;8;8,366600265;3;1500;1;0;1;0
56;32;7,745966692;1;1800;3;0;1;0
61;36;6,403124237;2;1500;1;0;0;0
60;34;9,219544457;2;2000;1;0;1;0
44;20;9;4;800;1;0;0;1
32;6;9;1;2500;1;0;1;0
30;5;11,09053651;2;3100;1;1;1;0
50;24;9,110433579;3;3000;2;0;0;1
33;8;7,615773106;4;1300;1;1;0;0
57;27;7,071067812;4;2000;3;1;1;0
28;1;6,32455532;1;2000;2;0;1;0
54;29;8,062257748;4;1800;3;0;0;1
48;24;3,464101615;4;1000;1;0;0;0
56;31;5;3;100;2;0;0;0
35;10;4,582575695;3;1300;1;0;0;0
58.564.135.382.547;30;7,416198487;3;1700;1;0;0;1
60;36;5,567764363;3;400;2;0;1;1
44;19;8,246211251;1;3700;3;1;1;0
45;19;4,358898944;3;948,7814271;1;0;1;1
31;6;9,110433579;4;1800;3;0;1;0
42;18;12,04159458;2;8000;1;0;0;0
37;11;5,916079783;2;800;3;0;0;0
53;23;2,828427125;4;400;3;0;1;0
39;13;8,831760866;1;2800;3;0;0;0
56;31;5,291502622;1;1300;1;0;0;1
56;30;5,830951895;2;700;2;0;1;0
44;20;14,10673598;2;6670;1;0;1;0
29;4;7,874007874;2;2500;1;0;1;0
54;29;10,90871211;3;2000;1;0;0;0
45;18;6,32455532;3;1000;2;0;1;0
28;4;10,19803903;3;2500;1;0;0;0
56;32;9,433981132;4;1000;2;0;1;0
57;31;12,80624847;2;3800;3;0;1;1
44;18;8,485281374;1;700;3;0;0;0
60;35;8,062257748;2;1500;1;0;0;1
29;5;8,485281374;3;700;2;0;0;0
58;32;12,04159458;2;500;1;0;1;0
38;13;7,348469228;3;700;2;0;0;0
61;35;7,280109889;1;2800;2;0;1;0
45;21;8,306623863;4;1900;1;0;0;0
35;9;10,63014581;3;800;3;0;1;0
37;11;8;3;900;2;0;1;0
45;20;10,67707825;2;4400;2;0;0;0
49;24;8,660254038;1;2800;2;0;0;1
33;7;5,656854249;1;600;3;1;0;0
57;31;13,22875656;2;500;1;0;1;1
39;13;7,615773106;3;2100;1;0;1;0
49;24;9,539392014;1;2800;2;0;0;0
31;5;9,949874371;4;1800;2;0;0;0
32;7;7,211102551;2;100;1;0;1;0
28;3;7,141428429;2;1600;3;0;0;0
59;35;8,246211251;1;1800;3;0;0;0
31;4;6,403124237;1;1,45E+17;2;0;1;0
31;5;9,055385138;4;1,92E+17;2;0;1;0
41;16;10,53565375;2;400;1;1;0;0
29;3;6,244997998;4;200;1;0;1;1
42;15;3,741657387;3;1000;2;0;0;0
53;27;8,485281374;2;1500;2;0;1;0
46;22;12,80624847;2;7600;1;0;1;1
33;9;12,04159458;2;4330;1;0;0;1
60;36;9,643650761;1;2,61E+17;1;0;1;0
28;3;10,86278049;3;2400;2;0;0;0
47;22;8,062257748;3;2700;2;0;1;0
62;36;9,219544457;2;1700;3;0;0;0
56;30;6,708203932;4;1500;3;0;0;0
38;8;4,582575695;1;670;3;0;1;0
29;5;9,16515139;3;800;1;1;0;0
27;3;8,485281374;4;0;1;0;1;0
28;4;12,4498996;4;5300;2;0;1;0
57;31;5,477225575;3;1,24E+17;1;0;0;0
31;5;9,539392014;3;1600;1;0;1;1
41;17;12,40967365;1;1700;1;0;0;1
40;16;10,67707825;1;3400;1;0;1;0
45;18;12,76714533;3;5330;2;1;0;1
26;2;3,464101615;4;1000;1;0;1;0
65;39;4,69041576;3;700;2;0;0;0
55;29;8,062257748;4;2800;2;0;1;0
60;34;5,916079783;1;200;1;0;1;0
31;5;8,485281374;4;1800;2;0;1;1
31;5;11,18033989;2;1300;1;0;1;1
58;32;8,660254038;2;2300;3;0;0;0
43;18;9,433981132;3;500;3;0;1;1
65;40;10,86278049;1;1300;1;0;1;1
36;11;12,56980509;1;5100;3;0;1;1
41;15;7,681145748;4;200;3;0;0;0
46;22;5;4;600;1;0;1;1
